Model,Acceleration Rate,SSIM
AFT-Net (K),8x,0.803714321
AFT-Net (K),8x,0.806700134
AFT-Net (K),8x,0.885948901
AFT-Net (K),8x,0.890642314
AFT-Net (K),8x,0.885614745
AFT-Net (K),8x,0.883690944
AFT-Net (K),8x,0.885721991
AFT-Net (K),8x,0.885288127
AFT-Net (K),8x,0.885267081
AFT-Net (K),8x,0.882337356
AFT-Net (K),8x,0.902288841
AFT-Net (K),8x,0.904992586
AFT-Net (K),8x,0.903163467
AFT-Net (K),8x,0.895163894
AFT-Net (K),8x,0.903471891
AFT-Net (K),8x,0.90490165
AFT-Net (K),8x,0.905493304
AFT-Net (K),8x,0.900452743
AFT-Net (K),8x,0.908408415
AFT-Net (K),8x,0.911102728
AFT-Net (K),8x,0.910245454
AFT-Net (K),8x,0.906275865
AFT-Net (K),8x,0.868213707
AFT-Net (K),8x,0.867553829
AFT-Net (K),8x,0.868577275
AFT-Net (K),8x,0.867604927
AFT-Net (K),16x,0.853769152
AFT-Net (K),16x,0.850102646
AFT-Net (K),16x,0.848429914
AFT-Net (K),16x,0.847400889
AFT-Net (K),16x,0.793424117
AFT-Net (K),16x,0.793763019
AFT-Net (K),16x,0.78724581
AFT-Net (K),16x,0.78509315
AFT-Net (K),16x,0.810732341
AFT-Net (K),16x,0.814645732
AFT-Net (K),16x,0.81453246
AFT-Net (K),16x,0.811071233
AFT-Net (K),16x,0.870907277
AFT-Net (K),16x,0.872175666
AFT-Net (K),16x,0.871107572
AFT-Net (K),16x,0.870374906
AFT-Net (K),16x,0.891394227
AFT-Net (K),16x,0.890841145
AFT-Net (K),16x,0.89210605
AFT-Net (K),16x,0.889368321
AFT-Net (K),16x,0.825430127
AFT-Net (K),16x,0.889433114
AFT-Net (K),16x,0.887859178
AFT-Net (K),16x,0.893797386
AFT-Net (K),16x,0.855538491
AFT-Net (K),16x,0.886311701
AFT-Net (K),16x,0.88703932
AFT-Net (K),16x,0.81616808
AFT-Net (K),16x,0.843942288
AFT-Net (K),16x,0.845408216
AFT-Net (K),16x,0.847854146
AFT-Net (K),16x,0.844196537
AFT-Net (K),16x,0.86596537
AFT-Net (K),16x,0.866777212
AFT-Net (K),16x,0.870475168
AFT-Net (K),16x,0.872000575
AFT-Net (K),16x,0.81587954
AFT-Net (K),16x,0.816286107
AFT-Net (K),16x,0.815523261
AFT-Net (K),16x,0.812136554
AFT-Net (K),16x,0.79039402
AFT-Net (K),16x,0.804980349
AFT-Net (K),16x,0.801400858
AFT-Net (K),16x,0.791321428
AFT-Net (K),16x,0.842085247
AFT-Net (K),16x,0.840001453
AFT-Net (K),16x,0.83789104
AFT-Net (K),16x,0.839818397
AFT-Net (K),16x,0.75585824
AFT-Net (K),16x,0.751940081
AFT-Net (K),16x,0.753819625
AFT-Net (K),16x,0.750445662
AFT-Net (K),16x,0.865962519
AFT-Net (K),16x,0.868385079
AFT-Net (K),16x,0.867597187
AFT-Net (K),16x,0.869298861
AFT-Net (K),16x,0.890509912
AFT-Net (K),16x,0.887306004
AFT-Net (K),16x,0.882698389
AFT-Net (K),16x,0.870818101
AFT-Net (K),16x,0.801613954
AFT-Net (K),16x,0.793314107
AFT-Net (K),16x,0.79170762
AFT-Net (K),16x,0.792418734
AFT-Net (K),16x,0.8715608
AFT-Net (K),16x,0.865238282
AFT-Net (K),16x,0.868941054
AFT-Net (K),16x,0.871188679
AFT-Net (K),16x,0.791046794
AFT-Net (K),16x,0.789490849
AFT-Net (K),16x,0.767620971
AFT-Net (K),16x,0.767937158
AFT-Net (K),16x,0.85539135
AFT-Net (K),16x,0.861652282
AFT-Net (K),16x,0.85376649
AFT-Net (K),16x,0.851658917
AFT-Net (K),16x,0.85071514
AFT-Net (K),16x,0.851532138
AFT-Net (K),16x,0.850484948
AFT-Net (K),16x,0.847730261
AFT-Net (K),16x,0.871801881
AFT-Net (K),16x,0.874969027
AFT-Net (K),16x,0.871736644
AFT-Net (K),16x,0.86153947
AFT-Net (K),16x,0.867438734
AFT-Net (K),16x,0.87005499
AFT-Net (K),16x,0.87258349
AFT-Net (K),16x,0.865728639
AFT-Net (K),16x,0.880063999
AFT-Net (K),16x,0.883367528
AFT-Net (K),16x,0.883610967
AFT-Net (K),16x,0.878860574
AFT-Net (K),16x,0.833689442
AFT-Net (K),16x,0.832545956
AFT-Net (K),16x,0.833640842
AFT-Net (K),16x,0.832052831
AFT-Net (KI),2x,0.975813244
AFT-Net (KI),2x,0.975196301
AFT-Net (KI),2x,0.975247311
AFT-Net (KI),2x,0.974857508
AFT-Net (KI),2x,0.971177119
AFT-Net (KI),2x,0.973516702
AFT-Net (KI),2x,0.973443419
AFT-Net (KI),2x,0.97294144
AFT-Net (KI),2x,0.971636579
AFT-Net (KI),2x,0.972496012
AFT-Net (KI),2x,0.972551755
AFT-Net (KI),2x,0.971871329
AFT-Net (KI),2x,0.981008014
AFT-Net (KI),2x,0.981333897
AFT-Net (KI),2x,0.9811005
AFT-Net (KI),2x,0.981106796
AFT-Net (KI),2x,0.982658322
AFT-Net (KI),2x,0.982707399
AFT-Net (KI),2x,0.982657687
AFT-Net (KI),2x,0.98320364
AFT-Net (KI),2x,0.970688918
AFT-Net (KI),2x,0.984826688
AFT-Net (KI),2x,0.984722554
AFT-Net (KI),2x,0.985271283
AFT-Net (KI),2x,0.977961087
AFT-Net (KI),2x,0.983755605
AFT-Net (KI),2x,0.984087169
AFT-Net (KI),2x,0.969030088
AFT-Net (KI),2x,0.973644887
AFT-Net (KI),2x,0.973922415
AFT-Net (KI),2x,0.974032978
AFT-Net (KI),2x,0.973245536
AFT-Net (KI),2x,0.972721218
AFT-Net (KI),2x,0.972912425
AFT-Net (KI),2x,0.97324949
AFT-Net (KI),2x,0.973752646
AFT-Net (KI),2x,0.958485633
AFT-Net (KI),2x,0.961203727
AFT-Net (KI),2x,0.962412668
AFT-Net (KI),2x,0.961447978
AFT-Net (KI),2x,0.960372733
AFT-Net (KI),2x,0.964152628
AFT-Net (KI),2x,0.96275187
AFT-Net (KI),2x,0.960690934
AFT-Net (KI),2x,0.970037934
AFT-Net (KI),2x,0.970145292
AFT-Net (KI),2x,0.970014325
AFT-Net (KI),2x,0.970379335
AFT-Net (KI),2x,0.943845411
AFT-Net (KI),2x,0.943205927
AFT-Net (KI),2x,0.944475712
AFT-Net (KI),2x,0.942778489
AFT-Net (KI),2x,0.974794437
AFT-Net (KI),2x,0.975579656
AFT-Net (KI),2x,0.975678377
AFT-Net (KI),2x,0.976212868
AFT-Net (KI),2x,0.984175978
AFT-Net (KI),2x,0.983813664
AFT-Net (KI),2x,0.982969266
AFT-Net (KI),2x,0.979133365
AFT-Net (KI),2x,0.953837542
AFT-Net (KI),2x,0.951950831
AFT-Net (KI),2x,0.950937448
AFT-Net (KI),2x,0.951487209
AFT-Net (KI),2x,0.974948577
AFT-Net (KI),2x,0.973922232
AFT-Net (KI),2x,0.974773561
AFT-Net (KI),2x,0.976125395
AFT-Net (KI),2x,0.920401048
AFT-Net (KI),2x,0.920776937
AFT-Net (KI),2x,0.911259353
AFT-Net (KI),2x,0.907211137
AFT-Net (KI),2x,0.963046678
AFT-Net (KI),2x,0.964835701
AFT-Net (KI),2x,0.963666812
AFT-Net (KI),2x,0.963262389
AFT-Net (KI),2x,0.963484414
AFT-Net (KI),2x,0.963390304
AFT-Net (KI),2x,0.963347509
AFT-Net (KI),2x,0.962945264
AFT-Net (KI),2x,0.972956269
AFT-Net (KI),2x,0.973772395
AFT-Net (KI),2x,0.972339151
AFT-Net (KI),2x,0.97070291
AFT-Net (KI),2x,0.970641673
AFT-Net (KI),2x,0.972205845
AFT-Net (KI),2x,0.973031975
AFT-Net (KI),2x,0.971289187
AFT-Net (KI),2x,0.973602674
AFT-Net (KI),2x,0.974548802
AFT-Net (KI),2x,0.974804235
AFT-Net (KI),2x,0.973641655
AFT-Net (KI),2x,0.962595141
AFT-Net (KI),2x,0.962620265
AFT-Net (KI),2x,0.96285364
AFT-Net (KI),2x,0.962419766
AFT-Net (KI),4x,0.955580332
AFT-Net (KI),4x,0.95434282
AFT-Net (KI),4x,0.95419404
AFT-Net (KI),4x,0.95361438
AFT-Net (KI),4x,0.937332813
AFT-Net (KI),4x,0.942244674
AFT-Net (KI),4x,0.941490307
AFT-Net (KI),4x,0.940632083
AFT-Net (KI),4x,0.946836596
AFT-Net (KI),4x,0.947956751
AFT-Net (KI),4x,0.948150461
AFT-Net (KI),4x,0.946474666
AFT-Net (KI),4x,0.963299433
AFT-Net (KI),4x,0.96391292
AFT-Net (KI),4x,0.96336485
AFT-Net (KI),4x,0.963270574
AFT-Net (KI),4x,0.967600306
AFT-Net (KI),4x,0.968005109
AFT-Net (KI),4x,0.967783399
AFT-Net (KI),4x,0.968333188
AFT-Net (KI),4x,0.945194906
AFT-Net (KI),4x,0.97038906
AFT-Net (KI),4x,0.970014147
AFT-Net (KI),4x,0.971259947
AFT-Net (KI),4x,0.958921552
AFT-Net (KI),4x,0.969119937
AFT-Net (KI),4x,0.969735514
AFT-Net (KI),4x,0.93983338
AFT-Net (KI),4x,0.955833399
AFT-Net (KI),4x,0.956626026
AFT-Net (KI),4x,0.956960419
AFT-Net (KI),4x,0.955825775
AFT-Net (KI),4x,0.954487258
AFT-Net (KI),4x,0.954463457
AFT-Net (KI),4x,0.955172786
AFT-Net (KI),4x,0.955558442
AFT-Net (KI),4x,0.932759261
AFT-Net (KI),4x,0.937113359
AFT-Net (KI),4x,0.93856887
AFT-Net (KI),4x,0.936940055
AFT-Net (KI),4x,0.930996171
AFT-Net (KI),4x,0.93686552
AFT-Net (KI),4x,0.934360564
AFT-Net (KI),4x,0.9312586
AFT-Net (KI),4x,0.950605447
AFT-Net (KI),4x,0.950634751
AFT-Net (KI),4x,0.950471824
AFT-Net (KI),4x,0.951068587
AFT-Net (KI),4x,0.907364547
AFT-Net (KI),4x,0.90616362
AFT-Net (KI),4x,0.908863012
AFT-Net (KI),4x,0.905854705
AFT-Net (KI),4x,0.957324209
AFT-Net (KI),4x,0.95846973
AFT-Net (KI),4x,0.958569852
AFT-Net (KI),4x,0.959304707
AFT-Net (KI),4x,0.969995157
AFT-Net (KI),4x,0.969390305
AFT-Net (KI),4x,0.967716231
AFT-Net (KI),4x,0.960898186
AFT-Net (KI),4x,0.920543598
AFT-Net (KI),4x,0.917330404
AFT-Net (KI),4x,0.915720564
AFT-Net (KI),4x,0.916508935
AFT-Net (KI),4x,0.957383901
AFT-Net (KI),4x,0.955769389
AFT-Net (KI),4x,0.957264323
AFT-Net (KI),4x,0.958789633
AFT-Net (KI),4x,0.888705154
AFT-Net (KI),4x,0.888982947
AFT-Net (KI),4x,0.875258439
AFT-Net (KI),4x,0.869111909
AFT-Net (KI),4x,0.943429361
AFT-Net (KI),4x,0.946169384
AFT-Net (KI),4x,0.944294508
AFT-Net (KI),4x,0.943010052
AFT-Net (KI),4x,0.944637917
AFT-Net (KI),4x,0.944358439
AFT-Net (KI),4x,0.94417457
AFT-Net (KI),4x,0.943212968
AFT-Net (KI),4x,0.954512075
AFT-Net (KI),4x,0.955924266
AFT-Net (KI),4x,0.952608591
AFT-Net (KI),4x,0.950453509
AFT-Net (KI),4x,0.952195423
AFT-Net (KI),4x,0.95478887
AFT-Net (KI),4x,0.955903057
AFT-Net (KI),4x,0.952800173
AFT-Net (KI),4x,0.956466331
AFT-Net (KI),4x,0.957924988
AFT-Net (KI),4x,0.957639205
AFT-Net (KI),4x,0.955445752
AFT-Net (KI),4x,0.937811921
AFT-Net (KI),4x,0.937763487
AFT-Net (KI),4x,0.938284886
AFT-Net (KI),4x,0.937467088
AFT-Net (KI),8x,0.934868315
AFT-Net (KI),8x,0.933789761
AFT-Net (KI),8x,0.932638778
AFT-Net (KI),8x,0.932412359
AFT-Net (KI),8x,0.89702374
AFT-Net (KI),8x,0.907422801
AFT-Net (KI),8x,0.904884965
AFT-Net (KI),8x,0.903965554
AFT-Net (KI),8x,0.912946799
AFT-Net (KI),8x,0.914642399
AFT-Net (KI),8x,0.91457193
AFT-Net (KI),8x,0.912230097
AFT-Net (KI),8x,0.944656824
AFT-Net (KI),8x,0.945196463
AFT-Net (KI),8x,0.944383378
AFT-Net (KI),8x,0.943954393
AFT-Net (KI),8x,0.949905756
AFT-Net (KI),8x,0.95001931
AFT-Net (KI),8x,0.950067071
AFT-Net (KI),8x,0.950975964
AFT-Net (KI),8x,0.918466323
AFT-Net (KI),8x,0.954917528
AFT-Net (KI),8x,0.954240435
AFT-Net (KI),8x,0.95601793
AFT-Net (KI),8x,0.939329089
AFT-Net (KI),8x,0.953747551
AFT-Net (KI),8x,0.954095735
AFT-Net (KI),8x,0.911477181
AFT-Net (KI),8x,0.940083353
AFT-Net (KI),8x,0.941111778
AFT-Net (KI),8x,0.941207924
AFT-Net (KI),8x,0.939923575
AFT-Net (KI),8x,0.93786598
AFT-Net (KI),8x,0.938277451
AFT-Net (KI),8x,0.939826942
AFT-Net (KI),8x,0.939721528
AFT-Net (KI),8x,0.906294684
AFT-Net (KI),8x,0.914447514
AFT-Net (KI),8x,0.91574645
AFT-Net (KI),8x,0.914879701
AFT-Net (KI),8x,0.90335524
AFT-Net (KI),8x,0.911627248
AFT-Net (KI),8x,0.908638383
AFT-Net (KI),8x,0.903951887
AFT-Net (KI),8x,0.93181709
AFT-Net (KI),8x,0.931072677
AFT-Net (KI),8x,0.931213353
AFT-Net (KI),8x,0.932512986
AFT-Net (KI),8x,0.874802605
AFT-Net (KI),8x,0.874134859
AFT-Net (KI),8x,0.876966911
AFT-Net (KI),8x,0.873567474
AFT-Net (KI),8x,0.939118875
AFT-Net (KI),8x,0.940447649
AFT-Net (KI),8x,0.94043114
AFT-Net (KI),8x,0.941398725
AFT-Net (KI),8x,0.947073052
AFT-Net (KI),8x,0.946292586
AFT-Net (KI),8x,0.94338849
AFT-Net (KI),8x,0.93437973
AFT-Net (KI),8x,0.88786045
AFT-Net (KI),8x,0.882460739
AFT-Net (KI),8x,0.880726681
AFT-Net (KI),8x,0.881999701
AFT-Net (KI),8x,0.93910524
AFT-Net (KI),8x,0.937471491
AFT-Net (KI),8x,0.940190376
AFT-Net (KI),8x,0.941506742
AFT-Net (KI),8x,0.865311227
AFT-Net (KI),8x,0.866033529
AFT-Net (KI),8x,0.846477281
AFT-Net (KI),8x,0.833769515
AFT-Net (KI),8x,0.925341771
AFT-Net (KI),8x,0.92896825
AFT-Net (KI),8x,0.926117611
AFT-Net (KI),8x,0.925348558
AFT-Net (KI),8x,0.925771108
AFT-Net (KI),8x,0.925159806
AFT-Net (KI),8x,0.924512736
AFT-Net (KI),8x,0.922640609
AFT-Net (KI),8x,0.93772971
AFT-Net (KI),8x,0.939763096
AFT-Net (KI),8x,0.935459063
AFT-Net (KI),8x,0.932148301
AFT-Net (KI),8x,0.935054375
AFT-Net (KI),8x,0.938942784
AFT-Net (KI),8x,0.941450629
AFT-Net (KI),8x,0.936812459
AFT-Net (KI),8x,0.942485154
AFT-Net (KI),8x,0.944149848
AFT-Net (KI),8x,0.942301522
AFT-Net (KI),8x,0.939534719
AFT-Net (KI),8x,0.916405245
AFT-Net (KI),8x,0.916507427
AFT-Net (KI),8x,0.916611562
AFT-Net (KI),8x,0.915195446
AFT-Net (KI),16x,0.91143703
AFT-Net (KI),16x,0.909667585
AFT-Net (KI),16x,0.908516616
AFT-Net (KI),16x,0.906957393
AFT-Net (KI),16x,0.851787655
AFT-Net (KI),16x,0.867659635
AFT-Net (KI),16x,0.861570479
AFT-Net (KI),16x,0.860399397
AFT-Net (KI),16x,0.876361236
AFT-Net (KI),16x,0.879615835
AFT-Net (KI),16x,0.879123832
AFT-Net (KI),16x,0.876588057
AFT-Net (KI),16x,0.924806412
AFT-Net (KI),16x,0.925375254
AFT-Net (KI),16x,0.924645932
AFT-Net (KI),16x,0.923722491
AFT-Net (KI),16x,0.92933511
AFT-Net (KI),16x,0.932191374
AFT-Net (KI),16x,0.930767707
AFT-Net (KI),16x,0.932678927
AFT-Net (KI),16x,0.885828435
AFT-Net (KI),16x,0.936886287
AFT-Net (KI),16x,0.93529525
AFT-Net (KI),16x,0.938038025
AFT-Net (KI),16x,0.907954634
AFT-Net (KI),16x,0.928953454
AFT-Net (KI),16x,0.929010392
AFT-Net (KI),16x,0.870077126
AFT-Net (KI),16x,0.922392031
AFT-Net (KI),16x,0.923906363
AFT-Net (KI),16x,0.924867746
AFT-Net (KI),16x,0.922428616
AFT-Net (KI),16x,0.918989538
AFT-Net (KI),16x,0.920945144
AFT-Net (KI),16x,0.922523493
AFT-Net (KI),16x,0.922657173
AFT-Net (KI),16x,0.86955288
AFT-Net (KI),16x,0.890977052
AFT-Net (KI),16x,0.890958506
AFT-Net (KI),16x,0.89039277
AFT-Net (KI),16x,0.876458433
AFT-Net (KI),16x,0.887152382
AFT-Net (KI),16x,0.883252177
AFT-Net (KI),16x,0.87634207
AFT-Net (KI),16x,0.910713317
AFT-Net (KI),16x,0.910318776
AFT-Net (KI),16x,0.909650977
AFT-Net (KI),16x,0.910402522
AFT-Net (KI),16x,0.846365174
AFT-Net (KI),16x,0.84557083
AFT-Net (KI),16x,0.848088842
AFT-Net (KI),16x,0.845604124
AFT-Net (KI),16x,0.920971377
AFT-Net (KI),16x,0.922684259
AFT-Net (KI),16x,0.922059519
AFT-Net (KI),16x,0.922549379
AFT-Net (KI),16x,0.928142223
AFT-Net (KI),16x,0.926339123
AFT-Net (KI),16x,0.92271419
AFT-Net (KI),16x,0.912265884
AFT-Net (KI),16x,0.855987093
AFT-Net (KI),16x,0.849892698
AFT-Net (KI),16x,0.849653767
AFT-Net (KI),16x,0.848180853
AFT-Net (KI),16x,0.9226197
AFT-Net (KI),16x,0.920612822
AFT-Net (KI),16x,0.923225743
AFT-Net (KI),16x,0.924800159
AFT-Net (KI),16x,0.842063066
AFT-Net (KI),16x,0.841883139
AFT-Net (KI),16x,0.813214735
AFT-Net (KI),16x,0.800718538
AFT-Net (KI),16x,0.907721884
AFT-Net (KI),16x,0.911651309
AFT-Net (KI),16x,0.90717323
AFT-Net (KI),16x,0.907419761
AFT-Net (KI),16x,0.903500722
AFT-Net (KI),16x,0.903339979
AFT-Net (KI),16x,0.903790828
AFT-Net (KI),16x,0.898938445
AFT-Net (KI),16x,0.923903208
AFT-Net (KI),16x,0.925698379
AFT-Net (KI),16x,0.918311396
AFT-Net (KI),16x,0.916975003
AFT-Net (KI),16x,0.912726312
AFT-Net (KI),16x,0.918892234
AFT-Net (KI),16x,0.92428643
AFT-Net (KI),16x,0.917343804
AFT-Net (KI),16x,0.928982489
AFT-Net (KI),16x,0.931183542
AFT-Net (KI),16x,0.92826052
AFT-Net (KI),16x,0.926392717
AFT-Net (KI),16x,0.897610693
AFT-Net (KI),16x,0.897348625
AFT-Net (KI),16x,0.898450201
AFT-Net (KI),16x,0.897420296
